histology,behavior,preferred,description
9805,3,0,"Leukemia, acute, bilineal (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9805,3,0,"Leukemia, acute, biphenotypic (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9805,3,0,"Leukemia, acute, mixed lineage (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9805,3,0,"Leukemia, bilineal, acute (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9805,3,0,"Leukemia, biphenotypic, acute (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9805,3,0,"Leukemia, mixed lineage, acute (C42.1) [PRE 2010 ONLY. FOR 2010+ USE CODES 9806 - 9809; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9806,3,1,Mixed phenotype acute leukemia with t(9;22)(q34;q11.2); BCR-ABL1 [2010 AND LATER ONL. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9806,3,0,"Acute leukemia, mixed phenotype with t(9;22)(q34;q11.2); BCR-ABL1 [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9806,3,0,"Leukemia, acute, mixed phenotype with t(9;22)(q34;q11.2); BCR-ABL1 [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9807,3,1,Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9807,3,0,"Acute leukemia, mixed phenotype with t(v;11q23); MLL rearranged [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9807,3,0,"Leukemia, acute, mixed phenotype with t(v;11q23); MLL rearranged [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9808,3,1,"Mixed phenotype acute leukemia, B/myeloid, NOS [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9808,3,0,"Acute leukemia, mixed phenotype, B/myeloid, NOS [2010+.FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9808,3,0,"Leukemia, acute, mixed phenotype, B/myeloid, NOS [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9809,3,1,"Mixed phenotype acute leukemia, T/myeloid, NOS [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9809,3,0,"Acute biphenic leukemia, NOS [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9809,3,0,"Acute leukemia, mixed phenotype, T/myeloid, NOS [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9809,3,0,"Leukemia, acute biphenic, NOS [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9809,3,0,"Leukemia, acute, mixed phenotype, T/myeloid, NOS [2010+. FOR PRE 2010 USE CODE 9805/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9810,3,1,Compound leukemia [obs] [FOR 1978-1991 ONLY. FOR 1992+ USE CODE 9800/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9811,3,1,"B lymphoblastic leukemia/lymphoma, NOS [2010+. FOR PRE 2010 USE CODE 9728/3, 9835/3, OR 9836/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"ALL, c (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"ALL, common precursor B (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"ALL, pre-B (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"ALL, pre-pre-B (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"ALL, pro-B (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"B-ALL, common precursor (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,c-ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9811,3,0,Common ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9811,3,0,Common precursor B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9811,3,0,"Leukemia, acute, pre-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"Leukemia, acute, pre-pre-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"Leukemia, acute, pro-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"Leukemia, B-cell, lymphoblastic, precursor (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"Leukemia, C-ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"Leukemia, common ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"Leukemia, common precursor ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"Leukemia, lymphoblastic, precursor, B-cell (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"Leukemia, lymphocytic, pre-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"Leukemia, lymphocytic, pre-pre-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"Leukemia, lymphocytic, pro-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"Leukemia, pre-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"Leukemia, precursor, B-cell lymphoblastic (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"Leukemia, pre-pre-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"Leukemia, pro-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"Leukemia/lymphoma, B lymphoblastic, NOS  [2010+. FOR PRE 2010 USE CODE 9728/3, 9835/3, OR 9836/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"Leukemia/lymphoma, B-lymphoblastic, not otherwise specified (NOS) [2010+. FOR PRE-2010 USE CODE 9728/3, 9835, OR 9836/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"Lymphoblastic leukemia/lymphoma, B, NOS [2010+. FOR PRE 2010 USE CODE 9728/3, 9835/3, OR 9836/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,"Lymphoma/leukemia, B lymphoblastic, NOS [2010+. FOR PRE 2010 USE CODE 9728/3, 9835/3, OR 9836/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9811,3,0,Pre-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9811,3,0,Precursor B-cell lymphoblastic leukemia (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9811,3,0,Pre-pre-B ALL [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9811,3,0,Pro-B ALL (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9812,3,1,B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1 [2010+. FOR PRE 2010 USE CODE 9835/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9812,3,0,"Leukemia/lymphoma, B lymphoblastic, with t(9;22)(q34;q11.2); BCR-ABL1 [2010+; FOR PRE 2010 USE CODE 9835/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9813,3,1,B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9813,3,0,"Leukemia/lymphoma, B lymphoblastic, with t(v;11q23); MLL rearranged [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9814,3,1,B lymphoblastic  leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1 (ETV6-RUNX1) [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9814,3,0,"Leukemia/lymphoma, B lymphoblastic, with t(12;21)(p13;q22);TEL-AML1 (ETV6-RUNX1) [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9815,3,1,B lymphoblastic leukemia/lymphoma with hyperdiploidy [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9815,3,0,"Leukemia/lymphoma, B lymphoblastic, with hyperdiploidy [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9816,3,1,B lymphoblastic leukemia/lymphoma with hypodiploidy (hypodiploid ALL) [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9816,3,0,"Leukemia/lymphoma, B lymphoblastic, with hypodiploidy (hypodiploid ALL) [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9817,3,1,B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9817,3,0,"Leukemia/lymphoma, B lymphoblastic, with t(5;14)(q31;q32); IL3-IGH [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9818,3,1,B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1) [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9818,3,0,"Leukemia/lymphoma, B lymphoblastic, with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1) [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9819,3,1,"B lymphoblastic leukemia/lymphoma, BCR-ABL1–like [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9819,3,0,"Leukemia/lymphoma, B lymphoblastic, BCR-ABL1–like [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9820,3,1,"Lymphoid leukemia, NOS (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,Aleukemic lymphatic leukemia (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] 
9820,3,0,Aleukemic lymphocytic leukemia (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] 
9820,3,0,Aleukemic lymphoid leukemia (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] 
9820,3,0,"Leukemia, aleukemic, lymphatic (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,"Leukemia, aleukemic, lymphocytic (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,"Leukemia, aleukemic, lymphoid (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,"Leukemia, lymphatic, aleukemic (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,"Leukemia, lymphatic, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,"Leukemia, lymphatic, subacute (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,"Leukemia, lymphocytic, aleukemic (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,"Leukemia, lymphocytic, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,"Leukemia, lymphocytic, subacute (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,"Leukemia, lymphoid, aleukemic (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,"Leukemia, lymphoid, NOS (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,"Leukemia, lymphoid, subacute (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,"Leukemia, lymphosarcoma cell (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,"Leukemia, subacute, lymphatic (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,"Leukemia, subacute, lymphocytic (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,"Leukemia, subacute, lymphoid (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,"Lymphatic leukemia, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,"Lymphocytic leukemia, NOS (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9820,3,0,Lymphosarcoma cell leukemia (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] 
9820,3,0,Subacute lymphatic leukemia (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] 
9820,3,0,Subacute lymphocytic leukemia (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] 
9820,3,0,Subacute lymphoid leukemia (C42.1) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] 
9823,1,1,"Monoclonal B-cell lymphocytosis, CLL-type [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9823,1,0,"B-cell lymphocytosis, monoclonal, CLL-type [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9823,1,0,"Lymphocytosis, Monoclonal B-cell, CLL-type [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9823,3,1,Chronic lymphocytic leukemia/small lymphocytic lymphoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9823,3,0,B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9823,3,0,Chronic lymphatic leukemia (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9823,3,0,Chronic lymphocytic leukemia (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9823,3,0,"Chronic lymphocytic leukemia, B-cell type (includes all variants of BCLL) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9823,3,0,Chronic lymphoid leukemia (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9823,3,0,"Leukemia, B-cell type, chronic lymphocytic (include all variants of BCLL) (see also M-9670/3) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9823,3,0,"Leukemia, B-cell, chronic lymphocytic leukemia/small lymphocytic lymphoma (see also M-9670/3) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9823,3,0,"Leukemia, chronic, B-cell, lymphocytic leukemia/small lymphocytic lymphoma (see also M-9670/3) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9823,3,0,"Leukemia, chronic, lymphatic (see also M-9670/3) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9823,3,0,"Leukemia, chronic, lymphocytic, B-cell type (include all variants of BCLL) (see also M-9670/3) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9823,3,0,"Leukemia, chronic, lymphocytic, leukemia/small lymphocytic lymphoma, B-cell (see also M-9670/3) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9823,3,0,"Leukemia, chronic, lymphocytic, NOS (see alsoM-9670/3) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9823,3,0,"Leukemia, chronic, lymphoid (see also M-9670/3) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9823,3,0,"Leukemia, lymphatic, chronic (see also M-9670/3) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9823,3,0,"Leukemia, lymphocytic, B-cell chronic, leukemia/small lymphocytic lymphoma (see also M-9670/3) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9823,3,0,"Leukemia, lymphocytic, chronic (see also M-9670/3) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9823,3,0,"Leukemia, lymphocytic, chronic, B-cell type (includes all variants of BCLL) (see also M-9670/3) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9823,3,0,"Leukemia, lymphoid, chronic (see also M-9670/3) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9823,3,0,"Leukemia-lymphoma, B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma (see also M-9670/3) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9826,3,1,"Burkitt cell leukemia (C42.1) [PRE-2021 ONLY. 2021+, USE CODE 9687/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9826,3,0,"Acute leukemia, Burkitt type (C42.1) [obs] [PRE-2021 ONLY. 2021+, USE CODE 9687/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9826,3,0,"Acute lymphoblastic leukemia, mature B-cell type (C42.1) [PRE-2021 ONLY. 2021+, USE CODE 9687/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9826,3,0,"ALL, B (C42.1) [PRE-2021 ONLY. 2021+, USE CODE 9687/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9826,3,0,"B-ALL (C42.1) [obs] [PRE-2021 ONLY. 2021+, USE CODE 9687/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9826,3,0,"Burkitt type, acute leukemia (C42.1) [obs] [PRE-2021 ONLY. 2021+, USE CODE 9687/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9826,3,0,"FAB L3 (C42.1) [obs] [PRE-2021 ONLY. 2021+, USE CODE 9687/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9826,3,0,"Leukemia, acute, B-ALL (C42.1) [PRE-2021 ONLY. 2021+, USE CODE 9687/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9826,3,0,"Leukemia, acute, Burkitt type (C42.1) [obs] [PRE-2021 ONLY. 2021+, USE CODE 9687/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9826,3,0,"Leukemia, acute, lymphoblastic, mature B-cell type (C42.1) [PRE-2021 ONLY. 2021+, USE CODE 9687/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9826,3,0,"Leukemia, B-ALL (C42.1) [PRE-2021 ONLY. 2021+, USE CODE 9687/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9826,3,0,"Leukemia, B-cell type, mature, acute lymphoblastic (C42.1) [PRE-2021 ONLY. 2021+, USE CODE 9687/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9826,3,0,"Leukemia, Burkitt cell (C42.1) [PRE-2021 ONLY. 2021+, USE CODE 9687/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9826,3,0,"Leukemia, Burkitt type, acute (C42.1) [obs] [PRE-2021 ONLY. 2021+, USE CODE 9687/3] [SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9826,3,0,"Leukemia, FAB L3 (C42.1) [obs] [PRE-2021 ONLY. 2021+, USE CODE 9687/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING] "
9826,3,0,"Leukemia, lymphoblastic, acute, mature B-cell type (C42.1) [PRE-2021 ONLY. 2021+, USE CODE 9687/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9826,3,0,"Leukemia, lymphocytic, B-ALL (C42.1) [PRE-2021 ONLY. 2021+, USE CODE 9687/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9826,3,0,"Leukemia, mature B-cell type, lymphoblastic, acute (C42.1) [PRE-2021 ONLY. 2021+, USE CODE 9687/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9827,3,1,Adult T-cell leukemia/lymphoma (HTLV-1 positive) (includes all variants) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9827,3,0,Adult T-cell leukemia (includes all variants) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9827,3,0,Adult T-cell lymphoma (includes all variants) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9827,3,0,Adult T-cell lymphoma/leukemia (includes all variants) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9827,3,0,"HTLV-1 positive, adult T-cell leukemia/lymphoma (includes all variants) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9827,3,0,"Leukemia, adult T-cell (includes all variants) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9827,3,0,"Leukemia, adult T-cell leukemia/lymphoma (HTLV-1 positive) (includes all variants) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9827,3,0,"Leukemia, adult T-cell lymphoma/leukemia (includes all variants) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9827,3,0,"Leukemia, lymphoma, adult T-cell (includes all variants) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9827,3,0,"Leukemia, T-cell, adult (includes all variants) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9827,3,0,"Leukemia, T-cell, leukemia/lymphoma (HTLV-1 positive), adult (includes all variants) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9827,3,0,"Leukemia, T-cell, lymphoma/leukemia, adult (includes all variants) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9827,3,0,"Leukemia-lymphoma, adult T-cell (HTLV-1 positive) (includes all variants) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9827,3,0,"Leukemia-lymphoma, adult T-cell (includes all variants) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9827,3,0,"Lymphoma (malignant), adult T-cell (includes all variants) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9827,3,0,"Lymphoma (malignant), adult T-cell leukemia/lymphoma (HTLV-1 positive) (includes all variants) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9827,3,0,"Lymphoma (malignant), adult T-cell lymphoma/leukemia (includes all variants) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9827,3,0,"Lymphoma (malignant), leukemia, adult T-cell (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9827,3,0,"Lymphoma (malignant), T-cell, adult (includes all variants) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9827,3,0,"Lymphoma (malignant), T-cell, adult T-cell leukemia/lymphoma (HTLV-1 positive) (includes all variants) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9827,3,0,"Lymphoma (malignant), T-cell, adult T-cell lymphoma/leukemia (includes all variants) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9827,3,0,"Lymphoma/leukemia, adult T-cell (includes all variants) (C42.1) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9831,3,1,T-cell large granular lymphocytic leukemia (C42.1) [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9831,3,0,Chronic lymphoproliferative disorder of NK -cells [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9831,3,0,"Granular lymphocytosis, T-cell large (C42.1) [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9831,3,0,"Large granular lymphocytic leukemia, NK-cell (C42.1) [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9831,3,0,"Large granular lymphocytosis, NOS (C42.1) [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9831,3,0,"Large granular lymphocytosis, T-cell (C42.1) [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9831,3,0,"Leukemia, granular lymphocytic, NK-cell large(C42.1) [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9831,3,0,"Leukemia, granular lymphocytic, T-cell large (C42.1) [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9831,3,0,"Leukemia, large granular lymphocytic, NK-cell(C42.1) [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9831,3,0,"Leukemia, large granular lymphocytic, T-cell (C42.1) [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9831,3,0,"Leukemia, lymphocytic, NK-cell large granular(C42.1) [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9831,3,0,"Leukemia, lymphocytic, T-cell large granular (C42.1) [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9831,3,0,"Leukemia, NK-cell large granular lymphocytic (C42.1) [REPORTABLE 2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
