Substance,Level,Parent,Poisoning Accidental (unintentional),Poisoning Intentional self-harm,Poisoning Assault,Poisoning Undetermined,Adverse effect,Underdosing
Prethcamide,0,,T50.7X1,T50.7X2,T50.7X3,T50.7X4,T50.7X5,T50.7X6
Pride of China,0,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
Pridinol,0,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
Prifinium bromide,0,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
Prilocaine,0,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
infiltration(subcutaneous),1,Prilocaine,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
nerve block(peripheral) (plexus),1,Prilocaine,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
regional,1,Prilocaine,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
Primaquine,0,,T37.2X1,T37.2X2,T37.2X3,T37.2X4,T37.2X5,T37.2X6
Primidone,0,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
Primula(veris),0,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
Prinadol,0,,T40.2X1,T40.2X2,T40.2X3,T40.2X4,T40.2X5,T40.2X6
"Priscol, Priscoline",0,,T44.6X1,T44.6X2,T44.6X3,T44.6X4,T44.6X5,T44.6X6
Pristinamycin,0,,T36.3X1,T36.3X2,T36.3X3,T36.3X4,T36.3X5,T36.3X6
Privet,0,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
berries,1,Privet,T62.1X1,T62.1X2,T62.1X3,T62.1X4,,
Privine,0,,T44.4X1,T44.4X2,T44.4X3,T44.4X4,T44.4X5,T44.4X6
Pro-Banthine,0,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
Probarbital,0,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
Probenecid,0,,T50.4X1,T50.4X2,T50.4X3,T50.4X4,T50.4X5,T50.4X6
Probucol,0,,T46.6X1,T46.6X2,T46.6X3,T46.6X4,T46.6X5,T46.6X6
Procainamide,0,,T46.2X1,T46.2X2,T46.2X3,T46.2X4,T46.2X5,T46.2X6
Procaine,0,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
benzylpenicillin,1,Procaine,T36.0X1,T36.0X2,T36.0X3,T36.0X4,T36.0X5,T36.0X6
nerve block(periphreal) (plexus),1,Procaine,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
penicillin G,1,Procaine,T36.0X1,T36.0X2,T36.0X3,T36.0X4,T36.0X5,T36.0X6
regional,1,Procaine,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
spinal,1,Procaine,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
Procalmidol,0,,T43.591,T43.592,T43.593,T43.594,T43.595,T43.596
Procarbazine,0,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
Procaterol,0,,T44.5X1,T44.5X2,T44.5X3,T44.5X4,T44.5X5,T44.5X6
Prochlorperazine,0,,T43.3X1,T43.3X2,T43.3X3,T43.3X4,T43.3X5,T43.3X6
Procyclidine,0,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
Producer gas,0,,T58.8X1,T58.8X2,T58.8X3,T58.8X4,,
Profadol,0,,T40.491,T40.492,T40.493,T40.494,T40.495,T40.496
Profenamine,0,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
Profenil,0,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
Proflavine,0,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
Progabide,0,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
Progesterone,0,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
Progestin,0,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
oral contraceptive,1,Progestin,T38.4X1,T38.4X2,T38.4X3,T38.4X4,T38.4X5,T38.4X6
Progestogen NEC,0,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
Progestone,0,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
Proglumide,0,,T47.1X1,T47.1X2,T47.1X3,T47.1X4,T47.1X5,T47.1X6
Proguanil,0,,T37.2X1,T37.2X2,T37.2X3,T37.2X4,T37.2X5,T37.2X6
Prolactin,0,,T38.811,T38.812,T38.813,T38.814,T38.815,T38.816
Prolintane,0,,T43.691,T43.692,T43.693,T43.694,T43.695,T43.696
Proloid,0,,T38.1X1,T38.1X2,T38.1X3,T38.1X4,T38.1X5,T38.1X6
Proluton,0,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
Promacetin,0,,T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
Promazine,0,,T43.3X1,T43.3X2,T43.3X3,T43.3X4,T43.3X5,T43.3X6
Promedol,0,,T40.2X1,T40.2X2,T40.2X3,T40.2X4,,
Promegestone,0,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
Promethazine(teoclate),0,,T43.3X1,T43.3X2,T43.3X3,T43.3X4,T43.3X5,T43.3X6
Promin,0,,T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
Pronase,0,,T45.3X1,T45.3X2,T45.3X3,T45.3X4,T45.3X5,T45.3X6
Pronestyl(hydrochloride),0,,T46.2X1,T46.2X2,T46.2X3,T46.2X4,T46.2X5,T46.2X6
Pronetalol,0,,T44.7X1,T44.7X2,T44.7X3,T44.7X4,T44.7X5,T44.7X6
Prontosil,0,,T37.0X1,T37.0X2,T37.0X3,T37.0X4,T37.0X5,T37.0X6
Propachlor,0,,T60.3X1,T60.3X2,T60.3X3,T60.3X4,,
Propafenone,0,,T46.2X1,T46.2X2,T46.2X3,T46.2X4,T46.2X5,T46.2X6
Propallylonal,0,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
Propamidine,0,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
Propane(distributed in mobile container),0,,T59.891,T59.892,T59.893,T59.894,,
distributed through pipes,1,Propane(distributed in mobile container),T59.891,T59.892,T59.893,T59.894,,
incomplete combustion,1,Propane(distributed in mobile container),T58.11,T58.12,T58.13,T58.14,,
Propanidid,0,,T41.291,T41.292,T41.293,T41.294,T41.295,T41.296
Propanil,0,,T60.3X1,T60.3X2,T60.3X3,T60.3X4,,
1-Propanol,0,,T51.3X1,T51.3X2,T51.3X3,T51.3X4,,
2-Propanol,0,,T51.2X1,T51.2X2,T51.2X3,T51.2X4,,
Propantheline,0,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
bromide,1,Propantheline,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
Proparacaine,0,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
Propatylnitrate,0,,T46.3X1,T46.3X2,T46.3X3,T46.3X4,T46.3X5,T46.3X6
Propicillin,0,,T36.0X1,T36.0X2,T36.0X3,T36.0X4,T36.0X5,T36.0X6
Propiolactone,0,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
Propiomazine,0,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
Propionaldehyde(medicinal),0,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
Propionate(calcium) (sodium),0,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
Propion gel,0,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
Propitocaine,0,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
infiltration(subcutaneous),1,Propitocaine,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
nerve block(peripheral) (plexus),1,Propitocaine,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
Propofol,0,,T41.291,T41.292,T41.293,T41.294,T41.295,T41.296
Propoxur,0,,T60.0X1,T60.0X2,T60.0X3,T60.0X4,,
Propoxycaine,0,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
infiltration(subcutaneous),1,Propoxycaine,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
nerve block(peripheral) (plexus),1,Propoxycaine,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
topical(surface),1,Propoxycaine,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
Propoxyphene,0,,T40.491,T40.492,T40.493,T40.494,T40.495,T40.496
Propranolol,0,,T44.7X1,T44.7X2,T44.7X3,T44.7X4,T44.7X5,T44.7X6
Propyl,0,,,,,,,
alcohol,1,Propyl,T51.3X1,T51.3X2,T51.3X3,T51.3X4,,
carbinol,1,Propyl,T51.3X1,T51.3X2,T51.3X3,T51.3X4,,
hexadrine,1,Propyl,T44.4X1,T44.4X2,T44.4X3,T44.4X4,T44.4X5,T44.4X6
iodone,1,Propyl,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
thiouracil,1,Propyl,T38.2X1,T38.2X2,T38.2X3,T38.2X4,T38.2X5,T38.2X6
Propylaminopheno-thiazine,0,,T43.3X1,T43.3X2,T43.3X3,T43.3X4,T43.3X5,T43.3X6
Propylene,0,,T59.891,T59.892,T59.893,T59.894,,
Propylhexedrine,0,,T48.5X1,T48.5X2,T48.5X3,T48.5X4,T48.5X5,T48.5X6
Propyliodone,0,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
Propylparaben(ophthalmic),0,,T49.5X1,T49.5X2,T49.5X3,T49.5X4,T49.5X5,T49.5X6
Propylthiouracil,0,,T38.2X1,T38.2X2,T38.2X3,T38.2X4,T38.2X5,T38.2X6
Propyphenazone,0,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
Proquazone,0,,T39.391,T39.392,T39.393,T39.394,T39.395,T39.396
Proscillaridin,0,,T46.0X1,T46.0X2,T46.0X3,T46.0X4,T46.0X5,T46.0X6
Prostacyclin,0,,T45.521,T45.522,T45.523,T45.524,T45.525,T45.526
Prostaglandin(I2),0,,T45.521,T45.522,T45.523,T45.524,T45.525,T45.526
E1,1,Prostaglandin(I2),T46.7X1,T46.7X2,T46.7X3,T46.7X4,T46.7X5,T46.7X6
E2,1,Prostaglandin(I2),T48.0X1,T48.0X2,T48.0X3,T48.0X4,T48.0X5,T48.0X6
F2 alpha,1,Prostaglandin(I2),T48.0X1,T48.0X2,T48.0X3,T48.0X4,T48.0X5,T48.0X6
Prostigmin,0,,T44.0X1,T44.0X2,T44.0X3,T44.0X4,T44.0X5,T44.0X6
Prosultiamine,0,,T45.2X1,T45.2X2,T45.2X3,T45.2X4,T45.2X5,T45.2X6
Protamine sulfate,0,,T45.7X1,T45.7X2,T45.7X3,T45.7X4,T45.7X5,T45.7X6
zinc insulin,1,Protamine sulfate,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
Protease,0,,T47.5X1,T47.5X2,T47.5X3,T47.5X4,T47.5X5,T47.5X6
"Protectant, skin NEC",0,,T49.3X1,T49.3X2,T49.3X3,T49.3X4,T49.3X5,T49.3X6
Protein hydrolysate,0,,T50.991,T50.992,T50.993,T50.994,T50.995,T50.996
Prothiaden,0,,,,,,,
Prothionamide,0,,T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
Prothipendyl,0,,T43.591,T43.592,T43.593,T43.594,T43.595,T43.596
Prothoate,0,,T60.0X1,T60.0X2,T60.0X3,T60.0X4,,
Prothrombin,0,,,,,,,
activator,1,Prothrombin,T45.7X1,T45.7X2,T45.7X3,T45.7X4,T45.7X5,T45.7X6
synthesis inhibitor,1,Prothrombin,T45.511,T45.512,T45.513,T45.514,T45.515,T45.516
Protionamide,0,,T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
Protirelin,0,,T38.891,T38.892,T38.893,T38.894,T38.895,T38.896
Protokylol,0,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
Protopam,0,,T50.6X1,T50.6X2,T50.6X3,T50.6X4,T50.6X5,T50.6X6
Protoveratrine(s) (A) (B),0,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
Protriptyline,0,,T43.011,T43.012,T43.013,T43.014,T43.015,T43.016
Provera,0,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
Provitamin A,0,,T45.2X1,T45.2X2,T45.2X3,T45.2X4,T45.2X5,T45.2X6
Proxibarbal,0,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
Proxymetacaine,0,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
Proxyphylline,0,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
Prozac,0,,,,,,,
Prunus,0,,,,,,,
laurocerasus,1,Prunus,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
virginiana,1,Prunus,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
Prussian blue,0,,,,,,,
commercial,1,Prussian blue,T65.891,T65.892,T65.893,T65.894,,
therapeutic,1,Prussian blue,T50.6X1,T50.6X2,T50.6X3,T50.6X4,T50.6X5,T50.6X6
Prussic acid,0,,T65.0X1,T65.0X2,T65.0X3,T65.0X4,,
vapor,1,Prussic acid,T57.3X1,T57.3X2,T57.3X3,T57.3X4,,
Pseudoephedrine,0,,T44.991,T44.992,T44.993,T44.994,T44.995,T44.996
Psilocin,0,,T40.991,T40.992,T40.993,T40.994,,
Psilocybin,0,,T40.991,T40.992,T40.993,T40.994,,
Psilocybine,0,,T40.991,T40.992,T40.993,T40.994,,
Psoralene(nonmedicinal),0,,T65.891,T65.892,T65.893,T65.894,,
Psoralens(medicinal),0,,T50.991,T50.992,T50.993,T50.994,T50.995,T50.996
PSP(phenolsulfonphthalein),0,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
Psychodysleptic drug NOS,0,,T40.901,T40.902,T40.903,T40.904,T40.905,T40.906
specified NEC,1,Psychodysleptic drug NOS,T40.991,T40.992,T40.993,T40.994,T40.995,T40.996
Psychostimulant,0,,T43.601,T43.602,T43.603,T43.604,T43.605,T43.606
amphetamine,1,Psychostimulant,T43.621,T43.622,T43.623,T43.624,T43.625,T43.626
caffeine,1,Psychostimulant,T43.611,T43.612,T43.613,T43.614,T43.615,T43.616
methylphenidate,1,Psychostimulant,T43.631,T43.632,T43.633,T43.634,T43.635,T43.636
specified NEC,1,Psychostimulant,T43.691,T43.692,T43.693,T43.694,T43.695,T43.696
Psychotherapeutic drug NEC,0,,T43.91,T43.92,T43.93,T43.94,T43.95,T43.96
antidepressants,1,Psychotherapeutic drug NEC,T43.201,T43.202,T43.203,T43.204,T43.205,T43.206
specified NEC,1,Psychotherapeutic drug NEC,T43.8X1,T43.8X2,T43.8X3,T43.8X4,T43.8X5,T43.8X6
tranquilizers NEC,1,Psychotherapeutic drug NEC,T43.501,T43.502,T43.503,T43.504,T43.505,T43.506
Psychotomimetic agents,0,,T40.901,T40.902,T40.903,T40.904,T40.905,T40.906
Psychotropic drug NEC,0,,T43.91,T43.92,T43.93,T43.94,T43.95,T43.96
specified NEC,1,Psychotropic drug NEC,T43.8X1,T43.8X2,T43.8X3,T43.8X4,T43.8X5,T43.8X6
Psyllium hydrophilic mucilloid,0,,T47.4X1,T47.4X2,T47.4X3,T47.4X4,T47.4X5,T47.4X6
Pteroylglutamic acid,0,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
Pteroyltriglutamate,0,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
PTFE,0,,,,,,,
Pulp,0,,,,,,,
devitalizing paste,1,Pulp,T49.7X1,T49.7X2,T49.7X3,T49.7X4,T49.7X5,T49.7X6
dressing,1,Pulp,T49.7X1,T49.7X2,T49.7X3,T49.7X4,T49.7X5,T49.7X6
Pulsatilla,0,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
Pumpkin seed extract,0,,T37.4X1,T37.4X2,T37.4X3,T37.4X4,T37.4X5,T37.4X6
Purex(bleach),0,,T54.91,T54.92,T54.93,T54.94,,
Purgative NEC,0,,T47.4X1,T47.4X2,T47.4X3,T47.4X4,T47.4X5,T47.4X6
Purine analogue(antineoplastic),0,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
Purine diuretics,0,,T50.2X1,T50.2X2,T50.2X3,T50.2X4,T50.2X5,T50.2X6
Purinethol,0,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
PVP,0,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
Pyrabital,0,,T39.8X1,T39.8X2,T39.8X3,T39.8X4,T39.8X5,T39.8X6
Pyramidon,0,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
Pyrantel,0,,T37.4X1,T37.4X2,T37.4X3,T37.4X4,T37.4X5,T37.4X6
Pyrathiazine,0,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
Pyrazinamide,0,,T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
Pyrazinoic acid(amide),0,,T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
Pyrazole(derivatives),0,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
Pyrazolone analgesic NEC,0,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
"Pyrethrin, pyrethrum(nonmedicinal)",0,,T60.2X1,T60.2X2,T60.2X3,T60.2X4,,
Pyrethrum extract,0,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
Pyribenzamine,0,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
Pyridine,0,,T52.8X1,T52.8X2,T52.8X3,T52.8X4,,
aldoxime methiodide,1,Pyridine,T50.6X1,T50.6X2,T50.6X3,T50.6X4,T50.6X5,T50.6X6
aldoxime methyl chloride,1,Pyridine,T50.6X1,T50.6X2,T50.6X3,T50.6X4,T50.6X5,T50.6X6
vapor,1,Pyridine,T59.891,T59.892,T59.893,T59.894,,
Pyridium,0,,T39.8X1,T39.8X2,T39.8X3,T39.8X4,T39.8X5,T39.8X6
Pyridostigmine bromide,0,,T44.0X1,T44.0X2,T44.0X3,T44.0X4,T44.0X5,T44.0X6
Pyridoxal phosphate,0,,T45.2X1,T45.2X2,T45.2X3,T45.2X4,T45.2X5,T45.2X6
Pyridoxine,0,,T45.2X1,T45.2X2,T45.2X3,T45.2X4,T45.2X5,T45.2X6
Pyrilamine,0,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
Pyrimethamine,0,,T37.2X1,T37.2X2,T37.2X3,T37.2X4,T37.2X5,T37.2X6
with sulfadoxine,1,Pyrimethamine,T37.2X1,T37.2X2,T37.2X3,T37.2X4,T37.2X5,T37.2X6
Pyrimidine antagonist,0,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
Pyriminil,0,,T60.4X1,T60.4X2,T60.4X3,T60.4X4,,
Pyrithione zinc,0,,T49.4X1,T49.4X2,T49.4X3,T49.4X4,T49.4X5,T49.4X6
Pyrithyldione,0,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
Pyrogallic acid,0,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
Pyrogallol,0,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
Pyroxylin,0,,T49.3X1,T49.3X2,T49.3X3,T49.3X4,T49.3X5,T49.3X6
Pyrrobutamine,0,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
Pyrrolizidine alkaloids,0,,T62.8X1,T62.8X2,T62.8X3,T62.8X4,,
Pyrvinium chloride,0,,T37.4X1,T37.4X2,T37.4X3,T37.4X4,T37.4X5,T37.4X6
PZI,0,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
Quaalude,0,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
Quarternary ammonium,0,,,,,,,
anti-infective,1,Quarternary ammonium,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
ganglion blocking,1,Quarternary ammonium,T44.2X1,T44.2X2,T44.2X3,T44.2X4,T44.2X5,T44.2X6
parasympatholytic,1,Quarternary ammonium,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
Quazepam,0,,T42.4X1,T42.4X2,T42.4X3,T42.4X4,T42.4X5,T42.4X6
Quicklime,0,,T54.3X1,T54.3X2,T54.3X3,T54.3X4,,
Quillaja extract,0,,T48.4X1,T48.4X2,T48.4X3,T48.4X4,T48.4X5,T48.4X6
Quinacrine,0,,T37.2X1,T37.2X2,T37.2X3,T37.2X4,T37.2X5,T37.2X6
Quinaglute,0,,T46.2X1,T46.2X2,T46.2X3,T46.2X4,T46.2X5,T46.2X6
Quinalbarbital,0,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
Quinalbarbitone sodium,0,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
Quinalphos,0,,T60.0X1,T60.0X2,T60.0X3,T60.0X4,,
Quinapril,0,,T46.4X1,T46.4X2,T46.4X3,T46.4X4,T46.4X5,T46.4X6
Quinestradiol,0,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
Quinestradol,0,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
Quinestrol,0,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
Quinethazone,0,,T50.2X1,T50.2X2,T50.2X3,T50.2X4,T50.2X5,T50.2X6
Quingestanol,0,,T38.4X1,T38.4X2,T38.4X3,T38.4X4,T38.4X5,T38.4X6
Quinidine,0,,T46.2X1,T46.2X2,T46.2X3,T46.2X4,T46.2X5,T46.2X6
Quinine,0,,T37.2X1,T37.2X2,T37.2X3,T37.2X4,T37.2X5,T37.2X6
Quiniobine,0,,T37.8X1,T37.8X2,T37.8X3,T37.8X4,T37.8X5,T37.8X6
Quinisocaine,0,,T49.1X1,T49.1X2,T49.1X3,T49.1X4,T49.1X5,T49.1X6
Quinocide,0,,T37.2X1,T37.2X2,T37.2X3,T37.2X4,T37.2X5,T37.2X6
Quinoline(derivatives) NEC,0,,T37.8X1,T37.8X2,T37.8X3,T37.8X4,T37.8X5,T37.8X6
Quinupramine,0,,T43.011,T43.012,T43.013,T43.014,T43.015,T43.016
Quotane,0,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
Rabies,0,,,,,,,
immune globulin(human),1,Rabies,T50.Z11,T50.Z12,T50.Z13,T50.Z14,T50.Z15,T50.Z16
vaccine,1,Rabies,T50.B91,T50.B92,T50.B93,T50.B94,T50.B95,T50.B96
Racemoramide,0,,T40.2X1,T40.2X2,T40.2X3,T40.2X4,,
Racemorphan,0,,T40.2X1,T40.2X2,T40.2X3,T40.2X4,T40.2X5,T40.2X6
Racepinefrin,0,,T44.5X1,T44.5X2,T44.5X3,T44.5X4,T44.5X5,T44.5X6
Raclopride,0,,T43.591,T43.592,T43.593,T43.594,T43.595,T43.596
Radiator alcohol,0,,T51.1X1,T51.1X2,T51.1X3,T51.1X4,,
Radioactive drug NEC,0,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
Radio-opaque(drugs) (materials),0,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
Ramifenazone,0,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
Ramipril,0,,T46.4X1,T46.4X2,T46.4X3,T46.4X4,T46.4X5,T46.4X6
Ranitidine,0,,T47.0X1,T47.0X2,T47.0X3,T47.0X4,T47.0X5,T47.0X6
Ranunculus,0,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
Rat poison NEC,0,,T60.4X1,T60.4X2,T60.4X3,T60.4X4,,
Rattlesnake(venom),0,,T63.011,T63.012,T63.013,T63.014,,
Raubasine,0,,T46.7X1,T46.7X2,T46.7X3,T46.7X4,T46.7X5,T46.7X6
Raudixin,0,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
Rautensin,0,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
Rautina,0,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
Rautotal,0,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
Rauwiloid,0,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
Rauwoldin,0,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
Rauwolfia(alkaloids),0,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
Razoxane,0,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
Realgar,0,,T57.0X1,T57.0X2,T57.0X3,T57.0X4,,
Recombinant(R),0,,,,,,,
"Red blood cells, packed",0,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
Red squill(scilliroside),0,,T60.4X1,T60.4X2,T60.4X3,T60.4X4,,
"Reducing agent, industrial NEC",0,,T65.891,T65.892,T65.893,T65.894,,
Refrigerant gas(chlorofluoro-carbon),0,,T53.5X1,T53.5X2,T53.5X3,T53.5X4,,
not chlorofluoro-carbon,1,Refrigerant gas(chlorofluoro-carbon),T59.891,T59.892,T59.893,T59.894,,
Regroton,0,,T50.2X1,T50.2X2,T50.2X3,T50.2X4,T50.2X5,T50.2X6
Rehydration salts(oral),0,,T50.3X1,T50.3X2,T50.3X3,T50.3X4,T50.3X5,T50.3X6
Rela,0,,T42.8X1,T42.8X2,T42.8X3,T42.8X4,T42.8X5,T42.8X6
"Relaxant, muscle",0,,,,,,,
anesthetic,1,Relaxant, muscle,T48.1X1,T48.1X2,T48.1X3,T48.1X4,T48.1X5,T48.1X6
central nervous system,1,Relaxant, muscle,T42.8X1,T42.8X2,T42.8X3,T42.8X4,T42.8X5,T42.8X6
skeletal NEC,1,Relaxant, muscle,T48.1X1,T48.1X2,T48.1X3,T48.1X4,T48.1X5,T48.1X6
smooth NEC,1,Relaxant, muscle,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
Remoxipride,0,,T43.591,T43.592,T43.593,T43.594,T43.595,T43.596
